2.960386,0.699882,3.660268
2.695772,0.694543,3.390315
2.429532,0.692125,3.121657
2.186681,0.688326,2.875007
2.036580,0.683734,2.720313
1.963289,0.677852,2.641141
1.883863,0.666242,2.550105
1.747473,0.653353,2.400826
1.738519,0.642351,2.380870
1.656789,0.624030,2.280819
1.667702,0.617612,2.285314
1.587202,0.595522,2.182724
1.569510,0.595525,2.165036
